"110年04月01日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1456","怡華","0.00","108","24.04","1.28","109/4",
"1457","宜進","8.43","109","6.16","0.86","109/4",
"1459","聯發","0.00","108","-","1.02","109/4",
"1460","宏遠","0.00","108","-","1.04","109/4",
"1463","強盛","2.31","109","39.39","1.00","109/4",
"1464","得力","8.62","108","-","1.42","109/4",
"1465","偉全","2.27","109","-","0.80","109/4",
"1466","聚隆","0.00","108","42.50","1.14","109/4",
"1467","南緯","0.00","108","26.81","1.41","109/4",
"1468","昶和","0.00","108","54.04","1.83","109/4",
"1470","大統新創","2.32","109","44.15","1.61","109/4",
"1471","首利","0.00","108","2.89","1.10","109/4",
"1472","三洋紡","0.00","108","-","3.15","109/4",
"1473","台南","1.10","109","-","0.81","109/4",
"1474","弘裕","3.16","109","15.24","0.83","109/4",
"1475","業旺","0.00","108","542.86","6.08","109/4",
"1476","儒鴻","2.30","109","30.88","6.86","109/4",
"1477","聚陽","3.25","109","26.31","5.36","109/4",
"1503","士電","3.26","109","16.77","1.02","109/4",
"1504","東元","3.61","109","17.60","1.00","109/4",
"1506","正道","0.00","108","-","1.83","109/4",
"1507","永大","3.66","108","18.78","2.08","109/4",
"1512","瑞利","0.00","108","-","6.15","109/4",
"1513","中興電","4.17","109","16.12","2.31","109/4",
"1514","亞力","4.62","109","17.19","1.71","109/4",
"1515","力山","3.67","109","21.73","4.76","109/4",
"1516","川飛","3.09","109","29.28","2.05","109/4",
"1517","利奇","1.57","109","29.28","1.52","109/4",
"1519","華城","2.77","109","26.80","3.45","109/4",
"1521","大億","2.43","109","25.43","2.31","109/4",
"1522","堤維西","2.58","109","27.68","1.13","109/4",
"1524","耿鼎","1.84","109","51.82","0.86","109/4",
"1525","江申","2.71","109","18.44","1.38","109/4",
"1526","日馳","3.70","109","16.36","2.57","109/4",
"1527","鑽全","2.47","108","16.55","1.64","109/4",
"1528","恩德","0.99","109","-","0.93","109/4",
"1529","樂士","3.19","109","24.08","1.40","109/4",
"1530","亞崴","6.79","109","9.39","1.14","109/4",
"1531","高林股","1.27","109","-","0.82","109/4",
"1532","勤美","3.18","109","21.86","1.01","109/4",
"1533","車王電","0.74","108","78.37","2.71","109/4",
"1535","中宇","3.41","109","24.72","1.65","109/4",
"1536","和大","0.96","109","101.79","4.57","109/4",
"1537","廣隆","6.67","109","14.01","3.09","109/4",
"1538","正峰","0.00","108","-","1.28","109/4",
"1539","巨庭","3.70","108","-","1.13","109/4",
"1540","喬福","3.12","109","-","1.03","109/4",
"1541","錩泰","5.15","109","10.05","2.67","109/4",
"1558","伸興","5.72","109","12.06","2.02","109/4",
"1560","中砂","3.88","108","19.86","2.30","109/4",
"1568","倉佑","0.84","109","357.50","2.46","109/4",
"1582","信錦","5.61","109","11.42","1.87","109/4",
"1583","程泰","4.75","109","14.40","1.44","109/4",
"1587","吉茂","6.71","109","11.20","1.51","109/4",
"1589","永冠-KY","1.89","109","17.13","1.02","109/4",
"1590","亞德客-KY","0.88","109","40.38","8.70","109/4",
"1592","英瑞-KY","0.00","108","-","0.29","109/4",
"1597","直得","1.21","109","49.01","4.72","109/4",
"1598","岱宇","6.55","109","10.88","3.18","109/4",
"1603","華電","1.89","109","12.90","0.78","109/4",
"1604","聲寶","8.22","109","6.27","1.45","109/4",
"1605","華新","4.75","109","9.15","0.72","109/4",
"1608","華榮","5.00","109","18.42","0.87","109/4",
"1609","大亞","1.52","108","13.59","1.49","109/4",
"1611","中電","2.34","109","53.33","0.98","109/4",
"1612","宏泰","5.03","109","14.54","1.42","109/4",
"1614","三洋電","2.60","109","26.84","1.78","109/4",
"1615","大山","6.39","108","11.72","1.90","109/4",
"1616","億泰","0.00","108","614.00","0.77","109/4",
"1617","榮星","3.97","109","14.80","1.22","109/4",
"1618","合機","1.97","108","15.20","0.79","109/4",
"1626","艾美特-KY","3.70","109","24.11","1.20","109/4",
"1701","中化","4.35","109","12.23","1.04","109/4",
"1702","南僑","4.22","109","12.38","1.78","109/4",
"1707","葡萄王","3.53","109","19.45","3.73","109/4",
"1708","東鹼","7.30","109","32.43","0.97","109/4",
"1709","和益","7.16","109","14.44","1.11","109/4",
"1710","東聯","1.55","108","-","1.39","109/4",
"1711","永光","1.79","109","43.08","1.14","109/4",
"1712","興農","5.60","109","13.65","1.38","109/4",
"1713","國化","3.23","109","33.52","1.32","109/4",
"1714","和桐","0.00","108","5.76","0.79","109/4",
"1717","長興","4.14","109","17.68","1.97","109/4",
"1718","中纖","5.16","109","13.27","0.54","109/4",
"1720","生達","3.86","108","13.26","1.75","109/4",
"1721","三晃","4.72","109","3.73","0.79","109/4",
"1722","台肥","4.09","109","22.48","1.07","109/4",
"1723","中碳","2.60","109","34.79","3.82","109/4",
"1724","台硝","1.70","109","73.50","0.97","109/4",
"1725","元禎","3.98","109","17.63","1.28","109/4",
"1726","永記","4.83","109","14.13","1.34","109/4",
"1727","中華化","1.71","108","-","1.00","109/4",
"1730","花仙子","5.38","109","13.04","2.61","109/4",
"1731","美吾華","5.35","109","14.50","1.33","109/4",
"1732","毛寶","1.92","109","28.57","2.25","109/4",
"1733","五鼎","4.57","109","25.32","1.45","109/4",
"1734","杏輝","0.64","109","-","1.91","109/4",
"1735","日勝化","3.00","109","22.50","1.11","109/4",
"1736","喬山","1.61","108","38.53","2.81","109/4",
"1737","臺鹽","3.97","109","18.58","1.09","109/4",
"1760","寶齡富錦","0.86","109","226.11","5.04","109/4",
"1762","中化生","2.57","109","8.50","1.81","109/4",
"1773","勝一","3.95","109","17.87","3.64","109/4",
"1776","展宇","5.70","109","27.42","1.25","109/4",
"1783","和康生","2.52","109","35.38","2.60","109/4",
"1786","科妍","2.96","109","29.10","2.65","109/4",
"1789","神隆","1.93","109","72.08","1.95","109/4",
"1795","美時","0.00","108","18.61","2.18","109/4",
"1802","台玻","2.45","109","24.00","1.35","109/4",
"1805","寶徠","0.00","108","-","2.58","109/4",
"1806","冠軍","0.00","108","-","0.78","109/4",
"1808","潤隆","0.70","109","179.69","4.19","109/4",
"1809","中釉","1.59","109","-","0.73","109/4",
"1810","和成","0.00","108","43.75","0.66","109/4",
"1817","凱撒衛","5.66","109","11.59","1.50","109/4",
"1903","士紙","0.00","108","-","4.50","109/4",
"1904","正隆","5.08","109","10.54","1.54","109/4",
"1905","華紙","0.00","108","-","1.01","109/4",
"1906","寶隆","2.17","109","29.76","0.44","109/4",
"1907","永豐餘","4.80","109","9.95","1.15","109/4",
"1909","榮成","2.36","109","34.32","1.28","109/4",
"2002","中鋼","1.16","109","430.00","1.36","109/4",
"2006","東和鋼鐵","3.36","109","13.27","1.72","109/4",
"2007","燁興","0.00","108","-","0.64","109/4",
"2008","高興昌","0.00","108","-","1.17","109/4",
"2009","第一銅","2.54","109","143.18","2.49","109/4",
"2010","春源","4.21","109","18.04","0.88","109/4",
"2012","春雨","3.01","109","26.60","1.51","109/4",
"2013","中鋼構","6.67","109","12.87","1.69","109/4",
"2014","中鴻","1.45","109","56.08","1.96","109/4",
"2015","豐興","4.92","109","15.82","2.13","109/4",
"2017","官田鋼","1.63","109","307.50","1.02","109/4",
"2020","美亞","8.53","108","12.33","1.54","109/4",
"2022","聚亨","0.00","108","-","0.83","109/4",
"2023","燁輝","0.00","108","35.00","0.98","109/4",
"2024","志聯","1.49","109","59.82","1.44","109/4",
"2025","千興","0.00","108","-","1.82","109/4",
"2027","大成鋼","2.55","109","-","1.74","109/4",
"2028","威致","0.00","108","14.43","2.89","109/4",
"2029","盛餘","2.00","109","32.40","0.90","109/4",
"2030","彰源","3.73","109","34.36","0.96","109/4",
"2031","新光鋼","4.94","109","15.04","1.63","109/4",
"2032","新鋼","3.76","109","24.31","1.08","109/4",
"2033","佳大","2.17","109","55.20","1.07","109/4",
"2034","允強","5.56","109","27.84","1.30","109/4",
"2038","海光","2.59","109","22.18","1.14","109/4",
"2049","上銀","0.57","109","69.38","4.86","109/4",
"2059","川湖","1.86","109","26.96","2.82","109/4",
"2062","橋椿","0.32","109","-","0.99","109/4",
"2069","運錩","2.92","108","65.77","0.81","109/4",
"2101","南港","2.29","109","39.52","3.09","109/4",
"2102","泰豐","0.10","109","86.67","1.27","109/4",
"2103","台橡","1.28","109","-","1.64","109/4",
"2104","國際中橡","0.38","109","35.33","0.86","109/4",
"2105","正新","2.53","109","25.65","1.91","109/4",
"2106","建大","2.35","109","39.77","2.03","109/4",
"2107","厚生","6.12","109","9.32","0.75","109/4",
"2108","南帝","3.60","109","15.40","5.03","109/4",
"2109","華豐","0.00","108","15.85","1.96","109/4",
"2114","鑫永銓","4.72","109","17.19","3.57","109/4",
"2115","六暉-KY","5.02","109","7.58","1.66","109/4",
"2201","裕隆","2.25","109","16.05","0.90","109/4",
"2204","中華","10.54","109","11.22","0.87","109/4",
"2206","三陽工業","4.20","109","12.74","1.67","109/4",
"2207","和泰車","2.91","109","23.03","4.87","109/4",
"2208","台船","0.00","108","-","2.09","109/4",
"2227","裕日車","7.64","108","12.78","3.85","109/4",
"2228","劍麟","1.33","109","60.23","1.62","109/4",
"2231","為升","0.49","109","122.89","9.85","109/4",
"2233","宇隆","3.34","108","15.86","2.12","109/4",
"2236","百達-KY","1.83","109","29.28","0.81","109/4",
"2239","英利-KY","1.80","109","25.31","1.10","109/4",
"2241","艾姆勒","0.97","109","772.50","3.21","109/4",
"2243","宏旭-KY","0.00","108","-","0.90","109/4",
"2247","汎德永業","4.48","109","18.50","1.74","109/4",
"2301","光寶科","5.38","109","14.66","2.00","109/4",
"2302","麗正","0.00","108","34.14","2.09","109/4",
"2303","聯電","3.17","109","21.49","2.66","109/4",
"2305","全友","0.00","108","115.75","0.86","109/4",
"2308","台達電","1.86","109","30.12","5.26","109/4",
"2312","金寶","2.28","109","119.55","1.19","109/4",
"2313","華通","3.51","109","10.92","1.75","109/4",
"2314","台揚","0.00","108","-","3.22","109/4",
"2316","楠梓電","4.77","109","13.79","0.78","109/4",
"2317","鴻海","3.29","109","16.55","1.30","109/4",
"2321","東訊","0.00","108","-","2.47","109/4",
"2323","中環","6.90","109","101.50","0.62","109/4",
"2324","仁寶","5.87","109","12.67","1.11","109/4",
"2327","國巨","2.36","108","21.05","3.93","109/4",
"2328","廣宇","1.48","109","34.41","2.05","109/4",
"2329","華泰","0.91","108","-","1.59","109/4",
"2330","台積電","1.66","109","30.15","8.44","109/4",
"2331","精英","0.32","109","285.45","1.59","109/4",
"2332","友訊","1.24","109","12.68","1.70","109/4",
"2337","旺宏","2.65","109","15.78","2.32","109/4",
"2338","光罩","2.04","109","22.04","4.26","109/4",
"2340","光磊","5.14","109","17.68","1.32","109/4",
"2342","茂矽","0.00","108","28.51","2.91","109/4",
"2344","華邦電","0.65","109","92.73","1.86","109/4",
"2345","智邦","2.36","109","30.41","10.60","109/4",
"2347","聯強","6.03","109","11.19","1.67","109/4",
"2348","海悅","7.66","109","7.29","3.11","109/4",
"2349","錸德","0.00","108","-","1.21","109/4",
"2351","順德","2.24","109","41.93","2.58","109/4",
"2352","佳世達","2.24","108","13.17","1.83","109/4",
"2353","宏碁","4.74","109","15.75","1.58","109/4",
"2354","鴻準","2.50","109","21.53","0.92","109/4",
"2355","敬鵬","1.53","109","272.50","0.85","109/4",
"2356","英業達","6.92","109","12.74","1.66","109/4",
"2357","華碩","7.00","109","10.39","1.37","109/4",
"2358","廷鑫","1.43","108","127.27","1.07","109/4",
"2359","所羅門","2.79","109","149.58","0.69","109/4",
"2360","致茂","2.34","109","34.66","5.01","109/4",
"2362","藍天","1.92","109","27.90","0.47","109/4",
"2363","矽統","8.63","109","-","0.67","109/4",
"2364","倫飛","0.00","108","32.73","2.61","109/4",
"2365","昆盈","2.17","109","21.31","1.05","109/4",
"2367","燿華","3.67","108","-","1.40","109/4",
"2368","金像電","2.72","109","14.42","3.22","109/4",
"2369","菱生","0.00","108","-","1.21","109/4",
"2371","大同","0.00","108","-","1.79","109/4",
"2373","震旦行","6.42","109","14.53","2.74","109/4",
"2374","佳能","1.89","108","-","0.80","109/4",
"2375","凱美","1.65","109","29.00","2.16","109/4",
"2376","技嘉","2.23","108","14.33","2.29","109/4",
"2377","微星","3.53","109","18.37","4.11","109/4",
"2379","瑞昱","2.24","108","28.46","8.49","109/4",
"2380","虹光","0.00","108","-","1.53","109/4",
"2382","廣達","5.25","109","15.07","2.64","109/4",
"2383","台光電","4.15","109","15.21","3.35","109/4",
"2385","群光","5.34","109","13.22","2.60","109/4",
"2387","精元","3.07","109","10.24","1.68","109/4",
"2388","威盛","0.00","108","6.07","3.08","109/4",
"2390","云辰","0.00","108","19.84","1.64","109/4",
"2392","正崴","5.24","109","11.76","0.97","109/4",
"2393","億光","4.90","109","16.45","1.16","109/4",
"2395","研華","2.01","109","37.65","7.93","109/4",
"2397","友通","7.45","108","18.95","2.58","109/4",
"2399","映泰","1.19","109","41.88","2.78","109/4",
"2401","凌陽","1.71","109","56.45","2.17","109/4",
"2402","毅嘉","2.61","109","47.88","1.00","109/4",
"2404","漢唐","6.84","109","11.74","4.73","109/4",
"2405","浩鑫","0.00","108","80.00","1.37","109/4",
"2406","國碩","0.00","108","-","2.25","109/4",
"2408","南亞科","1.29","109","40.20","2.01","109/4",
"2409","友達","1.43","109","58.47","1.09","109/4",
"2412","中華電","3.87","109","25.87","2.29","109/4",
"2413","環科","0.00","108","-","2.27","109/4",
"2414","精技","6.43","109","12.44","1.63","109/4",
"2415","錩新","1.20","109","62.88","2.38","109/4",
"2417","圓剛","3.99","109","7.84","2.34","109/4",
"2419","仲琦","4.08","109","28.16","1.59","109/4",
"2420","新巨","6.73","109","13.07","1.80","109/4",
"2421","建準","4.59","109","15.43","2.86","109/4",
"2423","固緯","4.88","109","17.96","1.53","109/4",
"2424","隴華","0.00","108","-","4.47","109/4",
"2425","承啟","0.74","108","26.69","2.26","109/4",
"2426","鼎元","2.49","109","29.80","2.32","109/4",
"2427","三商電","2.59","109","18.41","0.96","109/4",
"2428","興勤","2.90","109","17.53","3.32","109/4",
"2429","銘旺科","0.00","108","-","2.87","109/4",
"2430","燦坤","5.96","109","14.05","0.90","109/4",
"2431","聯昌","2.01","109","29.64","1.00","109/4",
"2433","互盛電","6.57","109","13.94","1.89","109/4",
"2434","統懋","0.00","108","-","2.73","109/4",
"2436","偉詮電","2.79","109","29.54","3.17","109/4",
"2438","翔耀","0.00","108","158.57","1.13","109/4",
"2439","美律","3.88","109","21.08","2.37","109/4",
"2440","太空梭","0.00","108","9.78","1.71","109/4",
"2441","超豐","4.38","109","15.11","2.23","109/4",
"2442","新美齊","2.80","109","16.72","0.77","109/4",
"2443","億麗","0.00","108","-","0.72","109/4",
"2444","兆勁","0.00","108","-","1.74","109/4",
"2449","京元電子","4.78","109","14.07","1.74","109/4",
"2450","神腦","4.40","109","20.18","1.49","109/4",
"2451","創見","4.66","109","23.44","1.50","109/4",
"2453","凌群","6.09","109","14.50","1.31","109/4",
"2454","聯發科","1.09","108","37.16","4.09","109/4",
"2455","全新","2.17","109","41.49","7.62","109/4",
"2456","奇力新","1.85","109","18.65","1.11","109/4",
"2457","飛宏","0.00","108","-","2.29","109/4",
"2458","義隆","4.55","109","17.77","6.38","109/4",
"2459","敦吉","6.09","109","12.75","1.27","109/4",
"2460","建通","0.00","108","-","2.93","109/4",
"2461","光群雷","4.59","109","21.77","1.24","109/4",
"2462","良得電","2.62","109","35.11","1.67","109/4",
"2464","盟立","4.03","109","18.93","2.37","109/4",
"2465","麗臺","0.00","108","95.80","8.09","109/4",
"2466","冠西電","0.00","108","830.00","3.16","109/4",
"2467","志聖","5.54","109","16.58","2.90","109/4",
"2468","華經","2.95","109","24.64","0.83","109/4",
"2471","資通","4.97","109","14.59","1.86","109/4",
"2472","立隆電","3.96","109","16.21","2.20","109/4",
"2474","可成","4.74","108","7.61","1.02","109/4",
"2476","鉅祥","3.59","109","21.55","1.31","109/4",
"2477","美隆電","4.50","109","35.00","2.09","109/4",
"2478","大毅","2.24","108","17.38","1.99","109/4",
"2480","敦陽科","6.10","109","15.06","2.65","109/4",
"2481","強茂","2.75","109","20.19","2.55","109/4",
"2482","連宇","0.00","108","-","0.96","109/4",
"2483","百容","3.47","109","26.51","0.93","109/4",
"2484","希華","4.03","109","24.31","1.26","109/4",
"2485","兆赫","0.00","108","-","0.92","109/4",
"2486","一詮","0.00","108","-","2.26","109/4",
"2488","漢平","4.41","109","14.98","1.32","109/4",
"2489","瑞軒","0.00","108","26.84","1.20","109/4",
"2491","吉祥全","1.71","109","15.60","1.67","109/4",
"2492","華新科","2.17","108","18.57","3.19","109/4",
"2493","揚博","6.32","109","14.65","1.92","109/4",
"2495","普安","2.21","109","-","0.94","109/4",
"2496","卓越","7.59","109","17.92","1.38","109/4",
"2497","怡利電","0.00","108","-","3.39","109/4",
"2498","宏達電","0.00","108","-","0.85","109/4",
"2501","國建","5.05","108","15.47","0.94","109/4",
"2504","國產","5.60","109","12.76","1.56","109/4",
"2505","國揚","0.38","108","3.03","1.62","109/4",
"2506","太設","3.92","109","-","0.54","109/4",
"2509","全坤建","3.59","108","18.93","0.96","109/4",
"2511","太子","3.62","109","22.55","0.74","109/4",
"2514","龍邦","0.00","108","5.03","0.60","109/4",
"2515","中工","2.59","109","22.23","0.67","109/4",
"2516","新建","0.00","108","-","0.65","109/4",
"2520","冠德","8.55","109","5.85","1.29","109/4",
"2524","京城","0.00","108","7.75","0.89","109/4",
"2527","宏璟","6.57","109","14.30","0.70","109/4",
"2528","皇普","0.00","108","-","2.07","109/4",
"2530","華建","0.70","108","-","1.21","109/4",
"2534","宏盛","5.04","109","15.39","0.72","109/4",
"2535","達欣工","7.64","109","9.07","1.29","109/4",
"2536","宏普","5.31","108","12.28","0.62","109/4",
"2537","聯上發","4.03","109","16.81","0.74","109/4",
"2538","基泰","5.00","108","-","0.70","109/4",
"2539","櫻花建","4.78","109","22.76","2.41","109/4",
"2540","愛山林","1.42","109","11.39","1.96","109/4",
"2542","興富發","4.59","109","20.74","1.71","109/4",
"2543","皇昌","0.00","108","46.07","0.82","109/4",
"2545","皇翔","10.43","109","8.10","1.24","109/4",
"2546","根基","7.19","109","8.48","1.73","109/4",
"2547","日勝生","5.37","109","16.74","0.89","109/4",
"2548","華固","7.53","109","9.25","1.48","109/4",
"2597","潤弘","8.19","109","16.64","3.96","109/4",
"2601","益航","12.09","108","-","0.86","109/4",
"2603","長榮","5.22","109","9.64","2.49","109/4",
"2605","新興","2.30","109","90.63","0.88","109/4",
"2606","裕民","2.83","109","40.72","1.54","109/4",
"2607","榮運","1.59","109","29.53","0.86","109/4",
"2608","嘉里大榮","3.29","108","13.74","2.01","109/4",
"2609","陽明","0.00","108","10.62","3.57","109/4",
"2610","華航","0.00","108","508.33","1.44","109/4",
"2611","志信","0.00","108","-","0.92","109/4",
"2612","中航","2.19","108","21.86","0.74","109/4",
"2613","中櫃","0.97","109","89.78","0.91","109/4",
"2614","東森","4.71","109","18.09","1.51","109/4",
"2615","萬海","3.58","109","10.96","2.82","109/4",
"2616","山隆","6.33","109","12.73","0.93","109/4",
"2617","台航","3.38","108","19.11","0.92","109/4",
"2618","長榮航","1.59","108","-","1.08","109/4",
"2630","亞航","1.67","109","54.22","1.39","109/4",
"2633","台灣高鐵","3.38","109","29.90","2.50","109/4",
"2634","漢翔","0.69","109","68.57","1.94","109/4",
"2636","台驊投控","5.84","109","11.84","2.04","109/4",
"2637","慧洋-KY","2.74","109","243.00","1.03","109/4",
"2642","宅配通","5.20","109","15.80","1.67","109/4",
"2701","萬企","2.07","109","30.90","0.72","109/4",
"2702","華園","0.00","108","-","1.98","109/4",
"2704","國賓","0.00","108","2,955.00","0.97","109/4",
"2705","六福","0.00","108","-","3.00","109/4",
"2706","第一店","1.08","109","43.59","0.77","109/4",
"2707","晶華","2.88","109","29.44","5.84","109/4",
"2712","遠雄來","1.85","109","40.75","3.11","109/4",
"2722","夏都","1.67","109","37.97","1.82","109/4",
"2723","美食-KY","2.29","109","31.03","2.94","109/4",
"2727","王品","2.37","109","39.63","3.96","109/4",
"2731","雄獅","2.19","108","-","4.19","109/4",
"2739","寒舍","3.79","108","-","1.96","109/4",
"2748","雲品","2.27","109","30.56","2.52","109/4",
"2801","彰銀","4.57","108","25.74","1.10","109/4",
"2809","京城銀","4.57","109","8.02","0.95","109/4",
"2812","台中銀","6.00","109","11.86","0.83","109/4",
"2816","旺旺保","3.90","109","6.53","0.78","109/4",
"2820","華票","5.58","109","13.22","0.82","109/4",
"2823","中壽","4.71","108","7.75","0.67","109/4",
"2832","台產","4.91","109","11.79","0.85","109/4",
"2834","臺企銀","4.43","109","15.76","0.75","109/4",
"2836","高雄銀","4.57","109","14.79","0.70","109/4",
"2838","聯邦銀","5.75","109","10.43","0.60","109/4",
"2841","台開","0.00","108","-","0.28","109/4",
"2845","遠東銀","4.84","109","14.73","0.76","109/4",
"2849","安泰銀","4.74","108","13.87","0.87","109/4",
"2850","新產","4.89","109","7.73","0.95","109/4",
"2851","中再保","5.46","109","9.26","1.05","109/4",
"2852","第一保","2.65","109","25.88","0.59","109/4",
"2855","統一證","7.90","109","9.32","1.14","109/4",
"2867","三商壽","0.00","108","15.60","0.54","109/4",
"2880","華南金","6.01","108","27.84","1.27","109/4",
"2881","富邦金","3.46","108","7.36","0.87","109/4",
"2882","國泰金","4.17","108","9.46","0.79","109/4",
"2883","開發金","5.71","108","12.35","0.77","109/4",
"2884","玉山金","4.67","109","18.25","1.81","109/4",
"2885","元大金","5.36","109","11.26","1.07","109/4",
"2886","兆豐金","5.33","108","17.34","1.33","109/4",
"2887","台新金","5.97","108","10.81","0.84","109/4",
"2888","新光金","4.40","109","8.43","0.50","109/4",
"2889","國票金","5.90","109","15.00","1.28","109/4",
"2890","永豐金","5.53","109","11.61","0.91","109/4",
"2891","中信金","4.58","108","10.21","1.08","109/4",
"2892","第一金","6.12","108","16.83","1.28","109/4",
"2897","王道銀行","2.86","109","18.42","0.60","109/4",
"2901","欣欣","0.53","109","178.42","2.88","109/4",
"2903","遠百","4.59","109","17.36","1.08","109/4",
"2904","匯僑","6.78","109","12.77","1.96","109/4",
"2905","三商","9.46","108","12.98","0.92","109/4",
"2906","高林","1.86","109","107.33","1.15","109/4",
"2908","特力","4.08","109","16.41","1.96","109/4",
"2910","統領","1.55","109","49.69","2.40","109/4",
"2911","麗嬰房","0.00","108","-","0.62","109/4",
"2912","統一超","3.27","109","27.97","7.95","109/4",
"2913","農林","0.00","108","-","0.87","109/4",
"2915","潤泰全","6.32","109","5.37","0.40","109/4",
"2923","鼎固-KY","3.57","109","49.41","1.08","109/4",
"2929","淘帝-KY","19.59","108","-","0.20","109/3",
"2936","客思達-KY","0.00","108","9.03","0.84","109/4",
"2939","凱羿-KY","5.66","109","176.75","1.53","109/4",
"3002","歐格","0.81","109","21.75","1.02","109/4",
"3003","健和興","1.98","109","26.08","1.95","109/4",
"3004","豐達科","0.79","109","55.79","1.79","109/4",
"3005","神基","6.10","109","13.48","2.14","109/4",
"3006","晶豪科","1.90","109","26.64","3.47","109/4",
"3008","大立光","2.88","109","17.36","3.02","109/4",
