"110年03月26日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1470","大統新創","2.35","109","48.38","1.63","109/3",
"1471","首利","0.00","108","4.08","1.09","109/3",
"1472","三洋紡","0.00","108","-","2.67","109/3",
"1473","台南","1.10","109","-","0.81","109/4",
"1474","弘裕","0.00","108","15.00","0.86","109/3",
"1475","業旺","0.00","108","570.71","6.39","109/4",
"1476","儒鴻","2.25","109","31.46","6.99","109/4",
"1477","聚陽","3.23","109","26.47","5.40","109/4",
"1503","士電","3.27","109","15.19","1.03","109/3",
"1504","東元","3.61","109","17.62","1.00","109/4",
"1506","正道","0.00","108","-","1.80","109/3",
"1507","永大","3.75","108","20.21","2.08","109/3",
"1512","瑞利","0.00","108","-","6.02","109/3",
"1513","中興電","2.28","108","25.91","2.37","109/3",
"1514","亞力","4.65","108","16.33","1.74","109/3",
"1515","力山","3.89","109","20.53","4.50","109/4",
"1516","川飛","2.99","109","30.18","2.12","109/4",
"1517","利奇","2.02","109","115.33","1.25","109/3",
"1519","華城","2.94","109","25.29","3.26","109/4",
"1521","大億","2.43","109","27.24","2.40","109/3",
"1522","堤維西","5.91","108","29.26","1.18","109/3",
"1524","耿鼎","1.91","109","50.00","0.83","109/4",
"1525","江申","2.79","109","17.89","1.34","109/4",
"1526","日馳","3.93","109","15.40","2.42","109/4",
"1527","鑽全","2.55","108","15.99","1.58","109/4",
"1528","恩德","1.00","109","-","0.93","109/4",
"1529","樂士","3.15","109","24.38","1.42","109/4",
"1530","亞崴","6.98","109","9.13","1.11","109/4",
"1531","高林股","1.28","108","-","0.81","109/4",
"1532","勤美","2.91","108","50.24","1.05","109/3",
"1533","車王電","0.74","108","78.72","2.72","109/4",
"1535","中宇","3.44","109","24.50","1.64","109/4",
"1536","和大","0.98","109","100.45","4.51","109/4",
"1537","廣隆","6.69","109","13.96","3.07","109/4",
"1538","正峰","0.00","108","-","1.03","109/3",
"1539","巨庭","3.78","108","-","1.09","109/3",
"1540","喬福","6.23","108","-","1.03","109/4",
"1541","錩泰","0.00","108","12.20","2.92","109/3",
"1558","伸興","5.72","109","12.06","2.02","109/4",
"1560","中砂","4.03","108","19.15","2.22","109/4",
"1568","倉佑","0.96","109","445.71","2.16","109/3",
"1582","信錦","5.83","109","10.99","1.80","109/4",
"1583","程泰","4.78","109","15.74","1.47","109/3",
"1587","吉茂","1.77","108","13.39","1.48","109/3",
"1589","永冠-KY","1.92","109","16.81","1.00","109/4",
"1590","亞德客-KY","0.92","109","38.90","8.38","109/4",
"1592","英瑞-KY","0.00","108","-","0.22","109/3",
"1597","直得","1.21","109","49.01","4.72","109/4",
"1598","岱宇","0.95","108","21.01","4.01","109/3",
"1603","華電","1.86","108","10.78","0.80","109/3",
"1604","聲寶","8.42","109","6.44","1.47","109/3",
"1605","華新","4.74","109","9.18","0.73","109/4",
"1608","華榮","5.09","109","14.47","0.92","109/3",
"1609","大亞","1.53","108","14.31","1.54","109/3",
"1611","中電","2.30","109","5.22","1.01","109/3",
"1612","宏泰","2.31","108","17.28","1.37","109/3",
"1614","三洋電","2.60","109","25.03","1.80","109/3",
"1615","大山","6.67","108","11.24","1.82","109/4",
"1616","億泰","0.00","108","614.00","0.77","109/4",
"1617","榮星","3.97","109","14.80","1.22","109/4",
"1618","合機","2.03","108","14.75","0.77","109/4",
"1626","艾美特-KY","3.82","109","23.35","1.16","109/4",
"1701","中化","4.35","109","12.85","1.05","109/3",
"1702","南僑","4.24","109","12.31","1.77","109/4",
"1707","葡萄王","3.55","109","19.35","3.71","109/4",
"1708","東鹼","6.87","108","30.66","0.92","109/3",
"1709","和益","7.21","109","17.90","1.13","109/3",
"1710","東聯","1.55","108","-","1.40","109/4",
"1711","永光","1.81","108","51.88","1.16","109/3",
"1712","興農","5.78","109","13.24","1.34","109/4",
"1713","國化","3.20","109","33.77","1.33","109/4",
"1714","和桐","0.00","108","5.73","0.78","109/4",
"1717","長興","3.87","108","17.66","1.97","109/4",
"1718","中纖","5.07","109","7.71","0.53","109/3",
"1720","生達","3.86","108","13.26","1.75","109/4",
"1721","三晃","4.76","109","3.70","0.78","109/4",
"1722","台肥","4.04","108","20.49","1.05","109/3",
"1723","中碳","2.62","109","34.63","3.80","109/4",
"1724","台硝","1.97","109","63.50","0.83","109/4",
"1725","元禎","5.05","109","13.87","1.01","109/4",
"1726","永記","4.42","108","14.11","1.34","109/4",
"1727","中華化","1.76","108","-","0.97","109/4",
"1730","花仙子","5.41","109","12.96","2.59","109/4",
"1731","美吾華","5.35","109","14.50","1.33","109/4",
"1732","毛寶","1.99","109","27.58","2.17","109/4",
"1733","五鼎","4.61","108","16.74","1.48","109/3",
"1734","杏輝","0.64","109","86.39","1.93","109/3",
"1735","日勝化","3.01","109","22.43","1.11","109/4",
"1736","喬山","1.61","108","29.39","3.02","109/3",
"1737","臺鹽","4.03","109","18.31","1.08","109/4",
"1760","寶齡富錦","0.84","109","231.94","5.17","109/4",
"1762","中化生","2.56","109","9.67","1.89","109/3",
"1773","勝一","4.18","109","16.87","3.43","109/4",
"1776","展宇","5.97","109","30.45","1.23","109/3",
"1783","和康生","2.62","109","33.96","2.50","109/4",
"1786","科妍","3.16","108","28.00","2.55","109/4",
"1789","神隆","1.95","109","71.39","1.93","109/4",
"1795","美時","0.00","108","21.62","2.22","109/3",
"1802","台玻","2.58","109","215.00","1.40","109/3",
"1805","寶徠","0.00","108","-","2.64","109/4",
"1806","冠軍","0.00","108","-","0.66","109/3",
"1808","潤隆","0.68","109","182.81","4.27","109/4",
"1809","中釉","1.57","108","-","0.73","109/3",
"1810","和成","0.00","108","61.18","0.68","109/3",
"1817","凱撒衛","5.68","109","11.54","1.49","109/4",
"1903","士紙","0.00","108","-","4.44","109/4",
"1904","正隆","5.36","109","10.98","1.53","109/3",
"1905","華紙","0.00","108","-","0.98","109/3",
"1906","寶隆","2.26","109","28.55","0.42","109/4",
"1907","永豐餘","5.07","109","10.76","1.18","109/3",
"1909","榮成","2.43","109","33.31","1.24","109/4",
"2002","中鋼","1.20","109","417.50","1.32","109/4",
"2006","東和鋼鐵","3.45","109","12.95","1.67","109/4",
"2007","燁興","0.00","108","-","0.94","109/3",
"2008","高興昌","0.00","108","-","1.16","109/4",
"2009","第一銅","2.68","109","995.00","2.95","109/3",
"2010","春源","4.26","109","25.64","0.90","109/3",
"2012","春雨","3.01","109","26.60","1.51","109/4",
"2013","中鋼構","6.79","109","12.65","1.66","109/4",
"2014","中鴻","1.69","109","48.11","1.68","109/4",
"2015","豐興","4.99","109","15.58","2.09","109/4",
"2017","官田鋼","0.00","108","-","1.10","109/3",
"2020","美亞","8.60","108","12.95","1.61","109/3",
"2022","聚亨","0.00","108","-","0.80","109/4",
"2023","燁輝","0.00","108","-","0.97","109/3",
"2024","志聯","1.51","109","59.29","1.42","109/4",
"2025","千興","0.00","108","-","1.73","109/3",
"2027","大成鋼","4.03","108","-","1.67","109/3",
"2028","威致","0.00","108","13.22","2.65","109/4",
"2029","盛餘","2.14","109","30.39","0.85","109/4",
"2030","彰源","3.75","109","34.23","0.96","109/4",
"2031","新光鋼","5.07","109","14.67","1.58","109/4",
"2032","新鋼","2.54","108","23.79","1.05","109/4",
"2033","佳大","2.18","109","55.00","1.07","109/4",
"2034","允強","5.60","108","24.81","1.54","109/3",
"2038","海光","2.78","109","-","1.12","109/3",
"2049","上銀","0.57","109","69.13","4.84","109/4",
"2059","川湖","1.91","109","26.19","2.74","109/4",
"2062","橋椿","0.33","109","-","0.96","109/4",
"2069","運錩","2.95","108","65.19","0.80","109/4",
"2101","南港","2.35","109","38.57","3.01","109/4",
"2102","泰豐","0.00","108","-","1.23","109/3",
"2103","台橡","1.29","109","-","1.63","109/4",
"2104","國際中橡","0.39","109","34.47","0.84","109/4",
"2105","正新","2.64","109","24.57","1.83","109/4",
"2106","建大","2.03","108","53.31","1.93","109/3",
"2107","厚生","6.12","109","9.32","0.75","109/4",
"2108","南帝","4.18","109","13.27","4.34","109/4",
"2114","鑫永銓","3.76","108","18.00","3.73","109/4",
"2115","六暉-KY","5.08","109","7.48","1.64","109/4",
"2201","裕隆","0.00","108","-","0.91","109/3",
"2204","中華","10.56","109","-","0.89","109/3",
"2206","三陽工業","3.23","108","15.12","1.72","109/3",
"2207","和泰車","2.38","108","23.19","4.90","109/4",
"2208","台船","0.00","108","-","2.11","109/4",
"2227","裕日車","7.57","108","12.89","3.89","109/4",
"2228","劍麟","1.32","109","33.74","1.71","109/3",
"2231","為升","3.13","108","117.95","9.47","109/3",
"2233","宇隆","3.51","108","17.69","2.13","109/3",
"2236","百達-KY","2.14","108","1,965.00","0.77","109/3",
"2239","英利-KY","1.87","109","24.25","1.05","109/4",
"2241","艾姆勒","0.98","109","766.25","3.19","109/4",
"2243","宏旭-KY","0.00","108","-","0.68","109/3",
"2247","汎德永業","4.49","109","17.45","2.00","109/3",
"2301","光寶科","5.49","109","14.36","1.95","109/4",
"2302","麗正","0.00","108","418.00","2.12","109/3",
"2303","聯電","3.22","109","21.17","2.62","109/4",
"2305","全友","0.00","108","115.13","0.86","109/4",
"2308","台達電","1.91","109","29.36","5.13","109/4",
"2312","金寶","2.38","108","65.00","1.19","109/3",
"2313","華通","3.44","109","11.14","1.78","109/4",
"2314","台揚","0.00","108","-","3.28","109/4",
"2316","楠梓電","1.55","108","14.77","0.82","109/3",
"2317","鴻海","3.32","108","16.93","1.45","109/3",
"2321","東訊","0.00","108","-","2.55","109/3",
"2323","中環","2.21","108","-","0.57","109/3",
"2324","仁寶","5.05","108","15.22","1.00","109/3",
"2327","國巨","2.34","108","27.16","4.13","109/3",
"2328","廣宇","1.44","109","35.16","2.09","109/4",
"2329","華泰","0.93","108","-","1.57","109/4",
"2330","台積電","1.69","109","29.54","8.27","109/4",
"2331","精英","0.30","109","87.89","1.69","109/3",
"2332","友訊","1.23","109","12.82","1.71","109/4",
"2337","旺宏","2.72","109","15.35","2.26","109/4",
"2338","光罩","2.36","109","42.05","4.39","109/3",
"2340","光磊","5.10","109","17.81","1.33","109/4",
"2342","茂矽","0.00","108","-","3.02","109/3",
"2344","華邦電","0.69","109","88.18","1.77","109/4",
"2345","智邦","2.43","109","29.58","10.31","109/4",
"2347","聯強","6.15","109","10.98","1.64","109/4",
"2348","海悅","7.69","109","9.43","3.84","109/3",
"2349","錸德","0.00","108","-","1.15","109/3",
"2351","順德","2.26","109","41.56","2.56","109/4",
"2352","佳世達","2.44","108","12.11","1.68","109/4",
"2353","宏碁","4.87","109","15.32","1.53","109/4",
"2354","鴻準","3.39","108","19.22","1.04","109/3",
"2355","敬鵬","1.53","109","272.08","0.85","109/4",
"2356","英業達","4.89","108","11.93","1.66","109/3",
"2357","華碩","7.12","109","10.21","1.34","109/4",
"2358","廷鑫","1.38","108","131.82","1.11","109/4",
"2359","所羅門","2.79","109","149.58","0.69","109/4",
"2360","致茂","2.34","109","34.66","5.01","109/4",
"2362","藍天","1.34","108","110.74","0.46","109/3",
"2363","矽統","8.72","109","-","1.00","109/3",
"2364","倫飛","0.00","108","33.64","2.68","109/4",
"2365","昆盈","3.59","108","11.25","0.87","109/3",
"2367","燿華","3.54","108","-","1.41","109/3",
"2368","金像電","2.73","109","14.40","3.21","109/4",
"2369","菱生","0.00","108","-","1.24","109/4",
"2371","大同","0.00","108","34.50","1.80","109/3",
"2373","震旦行","6.43","109","15.22","3.01","109/3",
"2374","佳能","1.95","108","-","0.76","109/3",
"2375","凱美","1.67","109","29.29","2.21","109/3",
"2376","技嘉","2.26","108","14.14","2.26","109/4",
"2377","微星","3.67","109","17.62","3.95","109/4",
"2379","瑞昱","2.27","108","31.67","9.01","109/3",
"2380","虹光","0.00","108","-","1.50","109/3",
"2382","廣達","3.94","108","17.09","2.64","109/3",
"2383","台光電","4.20","109","15.03","3.31","109/4",
"2385","群光","5.53","109","12.76","2.51","109/4",
"2387","精元","3.08","109","10.22","1.68","109/4",
"2388","威盛","0.00","108","5.41","2.75","109/4",
"2390","云辰","0.00","108","30.69","1.66","109/3",
"2392","正崴","5.17","108","11.06","1.03","109/3",
"2393","億光","5.00","109","16.13","1.14","109/4",
"2395","研華","2.00","109","37.75","7.96","109/4",
"2397","友通","7.45","108","18.95","2.58","109/4",
"2399","映泰","0.00","108","34.15","2.36","109/3",
"2401","凌陽","1.02","108","127.39","2.11","109/3",
"2402","毅嘉","2.62","109","47.63","0.99","109/4",
"2404","漢唐","6.87","109","12.00","5.16","109/3",
"2405","浩鑫","0.00","108","82.06","1.40","109/4",
"2406","國碩","0.00","108","-","2.43","109/3",
"2408","南亞科","1.41","109","36.76","1.84","109/4",
"2409","友達","1.49","109","55.97","1.05","109/4",
"2412","中華電","3.87","109","25.87","2.29","109/4",
"2413","環科","0.00","108","-","2.53","109/3",
"2414","精技","6.43","109","12.44","1.63","109/4",
"2415","錩新","1.21","109","62.50","2.36","109/4",
"2417","圓剛","0.22","108","9.20","2.37","109/3",
"2419","仲琦","4.18","109","27.47","1.55","109/4",
"2420","新巨","6.91","109","12.72","1.75","109/4",
"2421","建準","4.59","109","15.43","2.86","109/4",
"2423","固緯","4.94","109","17.74","1.51","109/4",
"2424","隴華","0.00","108","-","3.93","109/3",
"2425","承啟","0.81","108","43.87","2.17","109/3",
"2426","鼎元","1.04","108","21.49","2.24","109/3",
"2427","三商電","2.58","109","18.49","0.97","109/4",
"2428","興勤","2.86","109","17.76","3.37","109/4",
"2429","銘旺科","0.00","108","-","2.87","109/3",
"2430","燦坤","6.18","109","13.57","0.87","109/4",
"2431","聯昌","0.00","108","25.32","0.97","109/3",
"2433","互盛電","6.73","109","13.61","1.99","109/3",
"2434","統懋","0.00","108","-","2.49","109/4",
"2436","偉詮電","3.06","109","26.96","2.89","109/4",
"2438","翔耀","0.00","108","222.00","1.82","109/3",
"2439","美律","3.85","109","21.24","2.38","109/4",
"2440","太空梭","0.00","108","12.25","1.84","109/3",
"2441","超豐","4.52","109","14.66","2.17","109/4",
"2442","新美齊","2.80","109","16.72","0.77","109/4",
"2443","億麗","0.00","108","-","0.58","109/3",
"2444","兆勁","0.00","108","-","1.88","109/3",
"2449","京元電子","4.89","109","13.77","1.71","109/4",
"2450","神腦","4.32","108","19.85","1.47","109/4",
"2451","創見","4.72","109","23.15","1.48","109/4",
"2453","凌群","6.15","109","14.35","1.30","109/4",
"2454","聯發科","1.11","108","45.91","4.41","109/3",
"2455","全新","2.31","109","38.89","7.14","109/4",
"2456","奇力新","1.81","109","18.70","1.12","109/4",
"2457","飛宏","0.00","108","-","1.86","109/4",
"2458","義隆","4.63","109","17.46","6.26","109/4",
"2459","敦吉","6.32","109","11.65","1.27","109/3",
"2460","建通","0.00","108","-","2.85","109/4",
"2461","光群雷","4.82","109","-","1.25","109/3",
"2462","良得電","2.33","108","28.13","1.67","109/3",
"2464","盟立","4.29","109","17.79","2.22","109/4",
"2465","麗臺","0.00","108","77.60","6.55","109/4",
"2466","冠西電","0.00","108","112.33","3.21","109/3",
"2467","志聖","5.45","109","16.85","2.95","109/4",
"2468","華經","3.60","108","18.05","0.85","109/3",
"2471","資通","5.06","109","14.32","1.82","109/4",
"2472","立隆電","3.94","109","16.30","2.21","109/4",
"2474","可成","4.90","108","7.35","0.98","109/4",
"2476","鉅祥","3.69","109","20.97","1.27","109/4",
"2477","美隆電","4.35","109","23.62","2.21","109/3",
"2478","大毅","2.24","108","17.38","1.99","109/4",
"2480","敦陽科","6.12","109","15.02","2.64","109/4",
"2481","強茂","1.96","108","21.14","2.71","109/3",
"2482","連宇","0.00","108","-","0.94","109/4",
"2483","百容","3.41","109","27.04","0.95","109/4",
"2484","希華","4.13","109","23.73","1.23","109/4",
"2485","兆赫","0.00","108","-","0.91","109/4",
"2486","一詮","0.00","108","-","2.02","109/4",
"2488","漢平","4.51","109","14.65","1.29","109/4",
"2489","瑞軒","0.00","108","24.41","1.09","109/4",
"2491","吉祥全","0.00","108","4.20","1.80","109/3",
"2492","華新科","2.18","108","18.50","3.18","109/4",
"2493","揚博","6.61","109","14.02","1.84","109/4",
"2495","普安","2.23","109","-","0.93","109/4",
"2496","卓越","7.58","109","17.95","1.38","109/4",
"2497","怡利電","0.00","108","-","3.34","109/4",
"2498","宏達電","0.00","108","-","0.79","109/4",
"2501","國建","5.10","108","17.66","0.98","109/3",
"2504","國產","5.69","109","13.58","1.60","109/3",
"2505","國揚","0.39","108","5.55","2.24","109/3",
"2506","太設","0.00","108","-","0.54","109/4",
"2509","全坤建","3.68","108","18.45","0.94","109/4",
"2511","太子","3.60","109","22.65","0.74","109/4",
"2514","龍邦","0.00","108","52.86","0.66","109/3",
"2515","中工","2.60","109","22.08","0.67","109/4",
"2516","新建","0.00","108","-","0.66","109/4",
"2520","冠德","3.80","108","9.80","1.49","109/3",
"2524","京城","0.00","108","7.83","0.94","109/3",
"2527","宏璟","6.62","109","16.92","0.81","109/3",
"2528","皇普","0.00","108","-","2.04","109/4",
"2530","華建","0.71","108","-","1.27","109/3",
"2534","宏盛","5.09","109","15.35","0.73","109/3",
"2535","達欣工","7.94","109","8.73","1.25","109/4",
"2536","宏普","5.31","108","12.28","0.62","109/4",
"2537","聯上發","0.00","108","57.18","0.72","109/3",
"2538","基泰","4.95","108","-","0.70","109/3",
"2539","櫻花建","4.84","109","22.48","2.38","109/4",
"2540","愛山林","0.00","108","14.65","1.95","109/3",
"2542","興富發","4.60","109","20.71","1.71","109/4",
"2543","皇昌","0.00","108","38.83","0.83","109/3",
"2545","皇翔","10.49","109","9.77","1.28","109/3",
"2546","根基","5.88","108","11.28","1.84","109/3",
"2547","日勝生","5.50","108","29.21","0.88","109/3",
"2548","華固","7.56","109","9.21","1.47","109/4",
"2597","潤弘","5.03","108","15.93","3.34","109/3",
"2601","益航","12.04","108","-","0.87","109/3",
"2603","長榮","5.81","109","8.66","2.24","109/4",
"2605","新興","2.35","109","88.75","0.86","109/4",
"2606","裕民","3.17","109","36.44","1.38","109/4",
"2607","榮運","1.66","109","28.28","0.83","109/4",
"2608","嘉里大榮","3.35","108","14.10","2.04","109/3",
"2609","陽明","0.00","108","103.03","4.59","109/3",
"2610","華航","0.00","108","501.67","1.42","109/4",
"2611","志信","0.00","108","-","1.06","109/3",
"2612","中航","2.29","108","20.96","0.71","109/4",
"2613","中櫃","1.01","109","86.30","0.88","109/4",
"2614","東森","5.80","108","13.17","1.57","109/3",
"2615","萬海","3.78","109","24.72","3.18","109/3",
"2616","山隆","5.24","108","12.58","0.92","109/4",
"2617","台航","3.43","108","18.79","0.90","109/4",
"2618","長榮航","1.58","108","-","1.08","109/4",
"2630","亞航","1.66","109","54.53","1.40","109/4",
"2633","台灣高鐵","3.44","109","29.33","2.45","109/4",
"2634","漢翔","4.06","108","69.76","1.98","109/4",
"2636","台驊投控","6.04","109","11.45","1.98","109/4",
"2637","慧洋-KY","4.39","108","215.67","0.91","109/4",
"2642","宅配通","5.24","109","15.68","1.65","109/4",
"2701","萬企","2.09","109","27.79","0.73","109/3",
"2702","華園","0.00","108","-","1.78","109/3",
"2704","國賓","0.00","108","2,920.00","0.96","109/4",
"2705","六福","0.00","108","-","3.06","109/4",
"2706","第一店","1.07","109","42.58","0.80","109/3",
"2707","晶華","2.80","109","30.31","6.01","109/4",
"2712","遠雄來","1.84","109","58.46","3.16","109/3",
"2722","夏都","1.67","109","37.85","1.81","109/4",
"2723","美食-KY","2.37","109","36.66","2.97","109/3",
"2727","王品","2.40","109","39.19","3.91","109/4",
"2731","雄獅","2.02","108","-","4.42","109/3",
"2739","寒舍","3.84","108","-","1.93","109/4",
"2748","雲品","2.28","109","30.45","2.51","109/4",
"2801","彰銀","4.60","108","25.59","1.10","109/4",
"2809","京城銀","4.61","109","7.95","0.94","109/4",
"2812","台中銀","6.03","109","11.80","0.83","109/4",
"2816","旺旺保","6.30","108","7.25","0.85","109/3",
"2820","華票","5.59","109","13.18","0.82","109/4",
"2823","中壽","4.69","108","7.78","0.67","109/4",
"2832","台產","4.56","108","11.68","0.86","109/3",
"2834","臺企銀","7.10","108","15.65","0.75","109/4",
"2836","高雄銀","4.66","109","14.51","0.69","109/4",
"2838","聯邦銀","5.81","109","10.64","0.62","109/3",
"2841","台開","0.00","108","-","0.29","109/3",
"2845","遠東銀","6.82","108","12.76","0.77","109/3",
"2849","安泰銀","4.80","108","13.69","0.86","109/4",
"2850","新產","4.95","109","7.64","0.94","109/4",
"2851","中再保","5.43","109","9.32","1.05","109/4",
"2852","第一保","6.98","108","26.96","0.61","109/4",
"2855","統一證","8.60","109","8.57","1.05","109/4",
"2867","三商壽","0.00","108","9.05","0.54","109/3",
"2880","華南金","6.10","108","30.08","1.28","109/3",
"2881","富邦金","3.60","108","8.74","0.97","109/3",
"2882","國泰金","4.20","108","9.39","0.78","109/4",
"2883","開發金","5.71","108","12.35","0.77","109/4",
"2884","玉山金","4.66","109","18.32","1.81","109/4",
"2885","元大金","5.39","109","11.18","1.07","109/4",
"2886","兆豐金","5.38","108","17.08","1.34","109/3",
"2887","台新金","6.02","108","10.73","0.84","109/4",
"2888","新光金","4.52","109","8.19","0.49","109/4",
"2889","國票金","6.10","109","14.51","1.24","109/4",
"2890","永豐金","5.62","109","11.42","0.90","109/4",
"2891","中信金","4.57","108","10.23","1.08","109/4",
"2892","第一金","6.12","108","16.33","1.31","109/3",
"2897","王道銀行","2.88","109","19.83","0.57","109/3",
"2901","欣欣","0.57","109","165.26","2.67","109/4",
"2903","遠百","4.75","109","17.67","1.08","109/3",
"2904","匯僑","6.92","109","12.51","1.92","109/4",
"2905","三商","9.50","108","11.83","0.99","109/3",
"2906","高林","1.83","109","817.50","1.21","109/3",
"2908","特力","2.71","108","16.38","1.96","109/4",
"2910","統領","1.56","109","49.23","2.38","109/4",
"2911","麗嬰房","0.00","108","-","0.61","109/3",
"2912","統一超","3.25","109","28.12","7.99","109/4",
"2913","農林","0.00","108","-","0.88","109/4",
"2915","潤泰全","6.23","108","6.58","0.50","109/3",
"2923","鼎固-KY","3.49","109","50.59","1.11","109/4",
"2929","淘帝-KY","19.57","108","-","0.20","109/3",
"2936","客思達-KY","0.00","108","7.13","0.66","109/4",
"2939","凱羿-KY","14.85","108","-","1.41","109/3",
"3002","歐格","0.81","109","21.67","1.01","109/4",
"3003","健和興","2.02","109","25.71","1.97","109/3",
"3004","豐達科","0.81","109","54.47","1.75","109/4",
"3005","神基","5.66","109","14.55","2.31","109/4",
"3006","晶豪科","2.13","109","23.66","3.08","109/4",
"3008","大立光","2.80","109","17.85","3.11","109/4",
"3010","華立","3.86","108","11.43","1.65","109/3",
"3011","今皓","0.00","108","-","0.93","109/4",
"3013","晟銘電","2.16","109","34.75","0.92","109/4",
